,회사,산업,사원수,연봉
16577,디알인티모,섬유·의류·패션,10,2400
16578,휴먼플러스,솔루션·SI·CRM·ERP,31,4650
16579,콜핑아이씨티,쇼핑몰·오픈마켓·소셜커머스,22,2640
16580,신한포스,네트워크·통신서비스,10,2900
16581,에스이디,웹에이전시,10,2260
16582,모루시스템,전기·전자·제어,8,2900
16583,큐테크플러스,컴퓨터·하드웨어·장비,19,4300
16584,버팔로스포츠,무역·상사,9,2200
16585,앵커데이터,모바일·APP,6,3833
16586,레이픽스,웹에이전시,8,4257
16587,케이엔비윈텍,솔루션·SI·CRM·ERP,70,2963
16588,코티브,백화점·유통·도소매,3,2400
16589,코어플렉스,솔루션·SI·CRM·ERP,18,5120
16590,농업회사법인조인,식품가공,700,4310
16591,오픈네트웍시스템,솔루션·SI·CRM·ERP,12,3466
16592,이에스피,컴퓨터·하드웨어·장비,15,5500
16593,보고에이피,자동차·조선·철강·항공,68,2400
16594,디유,웹에이전시,4,2333
16595,에프에이에스,백화점·유통·도소매,7,2500
16596,디자인페이지,출판·인쇄·사진,7,2000
16597,맥스디지털테크,전기·전자·제어,12,2500
16598,카란미디어,광고·홍보·전시,21,2650
16599,지백프로,포털·컨텐츠·커뮤니티,6,3500
16600,헬로마켓,쇼핑몰·오픈마켓·소셜커머스,23,2850
16601,글로웰시스템,정보보안,41,3007
16602,마마스앤파파스오가닉,무역·상사,7,2150
16603,메디에이지,제약·보건·바이오,24,3300
16604,이주데이타시스템,솔루션·SI·CRM·ERP,9,2820
16605,스튜디오코인,게임·애니메이션,8,4200
16606,미래아이티,솔루션·SI·CRM·ERP,9,2938
16607,순수나라,생활용품·소비재·기타,6,2600
16608,한빛티앤아이,전기·전자·제어,100,5000
16609,힘소프트,솔루션·SI·CRM·ERP,7,5100
16610,넷꼬모,솔루션·SI·CRM·ERP,12,1800
16611,시티캣,모바일·APP,1,1900
16612,해피존,백화점·유통·도소매,21,3000
16613,케이비컨버전스,방송·케이블·프로덕션,8,2700
16614,클론미디어텍,방송·케이블·프로덕션,15,2700
16615,링크닷츠,솔루션·SI·CRM·ERP,10,3600
16616,씨트러스,IT컨설팅,11,2200
16617,이든아이티,솔루션·SI·CRM·ERP,3,3375
16618,스톤인테그리티,솔루션·SI·CRM·ERP,12,4133
16619,대신에스아이에스,솔루션·SI·CRM·ERP,39,5700
16620,소프트캔,솔루션·SI·CRM·ERP,13,3037
16621,리얼웹,솔루션·SI·CRM·ERP,35,3402
16622,드림인터페이스,솔루션·SI·CRM·ERP,7,2185
16623,비에네스소프트,모바일·APP,62,3620
16624,일사천리시스템,물류·운송·배송,35,3150
16625,써스포,광고·홍보·전시,50,3180
16626,엔쓰리소프트,솔루션·SI·CRM·ERP,8,3800
16627,케이아이디비자금중개,은행·금융,65,3800
16628,키스템프그룹,콜센터·아웃소싱·기타,3722,3210
16629,자이에스앤디,네트워크·통신서비스,2689,3733
16630,카티스,솔루션·SI·CRM·ERP,65,3225
16631,마크윈,솔루션·SI·CRM·ERP,11,2750
16632,테크에이스솔루션,솔루션·SI·CRM·ERP,50,4000
16633,리봄화장품,생활화학·화장품,50,3500
16634,오브젠,솔루션·SI·CRM·ERP,120,4507
16635,하나감정평가법인,부동산·중개·임대,464,3300
16636,알앤텍,렌탈·임대·리스,39,3500
16637,에듀케이시아,컨설팅·연구·조사,11,2800
16638,테슬라시스템,솔루션·SI·CRM·ERP,13,2745
16639,시드물,생활화학·화장품,99,2500
16640,디엔디,쇼핑몰·오픈마켓·소셜커머스,4,1400
16641,나무와사람들,쇼핑몰·오픈마켓·소셜커머스,17,2000
16642,토마토디앤씨,음식료·외식·프랜차이즈,43,2900
16643,삼성화재애니카손해사정,은행·금융,1407,3150
16644,멤스,컴퓨터·하드웨어·장비,7,3000
16645,브링,솔루션·SI·CRM·ERP,7,4130
16646,엘케이인벤션,솔루션·SI·CRM·ERP,9,5266
16647,띵크마린,솔루션·SI·CRM·ERP,18,3451
16648,한국전기차서비스,기계·기계설비,6,3200
16649,마이디지털,쇼핑몰·오픈마켓·소셜커머스,30,2250
16650,엘링크링거코리아,자동차·조선·철강·항공,66,4316
16651,엔티티코리아,네트워크·통신서비스,31,4534
16652,파워랜드,전기·전자·제어,1,2100
16653,리프코리아,기계·기계설비,8,3600
16654,구영테크,자동차·조선·철강·항공,245,4000
16655,콘코디아테크널러지,웹에이전시,4,2800
16656,에스알아이텍,전기·전자·제어,280,3166
16657,반가운하루,솔루션·SI·CRM·ERP,36,5750
16658,한국무역정보통신,솔루션·SI·CRM·ERP,180,7979
16659,휠러스,솔루션·SI·CRM·ERP,9,5066
16660,이룸코리아,쇼핑몰·오픈마켓·소셜커머스,50,3025
16661,젠나인소프트,솔루션·SI·CRM·ERP,44,4166
16662,바이텍씨스템,솔루션·SI·CRM·ERP,55,3700
16663,삼일이엔씨,건설·시공·토목·조경,10,3000
16664,넥스큐브,포털·컨텐츠·커뮤니티,40,2830
16665,케이씨,반도체·디스플레이·광학,145,3933
16666,유림정보시스템,솔루션·SI·CRM·ERP,14,2813
16667,제이라인소프트,솔루션·SI·CRM·ERP,10,5360
16668,평택대학교,학원·어학원·교육원,230,1300
16669,에이브이피시스템즈,컴퓨터·하드웨어·장비,11,4000
16670,비쥬얼스토리,웹에이전시,10,2500
16671,더브리즈,음식료·외식·프랜차이즈,15,4673
16672,모비즈컴,모바일·APP,15,2000
16673,보우시스템,기계·기계설비,55,4275
16674,아이패밀리에스씨,공기업·공공기관,123,2987
16675,엔터빌더,솔루션·SI·CRM·ERP,7,2500
16676,진네트웍스,네트워크·통신서비스,16,3740
16677,퓨처소프트,솔루션·SI·CRM·ERP,9,3220
16678,하나종합상사,쇼핑몰·오픈마켓·소셜커머스,8,3000
16679,티엔에이치,솔루션·SI·CRM·ERP,25,3017
16680,하베스트네트웍스,네트워크·통신서비스,20,6500
16681,파마크로,제약·보건·바이오,21,3400
16682,티엘씨커뮤니케이션,네트워크·통신서비스,10,3000
16683,바른기술,네트워크·통신서비스,13,3500
16684,씨브이에스넷,물류·운송·배송,27,3566
16685,골든플래닛,솔루션·SI·CRM·ERP,65,3650
16686,솔바인,전기·전자·제어,7,6066
16687,솔루엠,전기·전자·제어,403,4766
16688,대한간호협회,공기업·공공기관,90,4000
16689,넥토마이닝,컴퓨터·하드웨어·장비,9,5740
16690,싸이들,모바일·APP,9,3371
16691,지디시스,네트워크·통신서비스,10,2633
16692,에이아이티,네트워크·통신서비스,10,3200
16693,녹수텍스테리어,생활용품·소비재·기타,30,2850
16694,노벨아이,공기업·공공기관,33,4800
16695,도매클럽,건축·설비·환경,15,2700
16696,한국데이타하우스,모바일·APP,20,3106
16697,엔에스,기계·기계설비,116,2700
16698,셀콤,네트워크·통신서비스,32,2200
16699,타스컴,광고·홍보·전시,6,2500
16700,씨엔에프텍,전기·전자·제어,39,3931
16701,에이치케이넷츠,솔루션·SI·CRM·ERP,12,2900
16702,아사달,솔루션·SI·CRM·ERP,201,3998
16703,엑스원,방송·케이블·프로덕션,4,2160
16704,위드웹,포털·컨텐츠·커뮤니티,180,3758
16705,포모스,포털·컨텐츠·커뮤니티,14,3150
16706,오르비스,전기·전자·제어,50,4000
16707,디자인몽,디자인·CAD,10,5400
16708,코스픽,쇼핑몰·오픈마켓·소셜커머스,16,2833
16709,에이디칩스,전기·전자·제어,134,2700
16710,한성아이넷,건설·시공·토목·조경,81,2550
16711,중앙판교개발,쇼핑몰·오픈마켓·소셜커머스,4,3011
16712,E가구나라,목재·제지·가구,10,2400
16713,에스코트영상기획,방송·케이블·프로덕션,12,3500
16714,비즈폼,포털·컨텐츠·커뮤니티,30,2488
16715,이즈커뮤니케이션즈,솔루션·SI·CRM·ERP,19,2100
16716,아이엘에스씨,컴퓨터·하드웨어·장비,13,2800
16717,공의산업,섬유·의류·패션,63,2650
16718,더블유에프엠,학원·어학원·교육원,15,2896
16719,빅정보기술,솔루션·SI·CRM·ERP,5,5000
16720,메디카코리아,제약·보건·바이오,120,3633
16721,에스티아이네트웍스,정보보안,5,2200
16722,한영시스텍,컴퓨터·하드웨어·장비,115,2877
16723,더미동,전기·전자·제어,21,3700
16724,싸이버스카이,공기업·공공기관,22,4576
16725,오토콘시스템,전기·전자·제어,20,3000
16726,강남와인스쿨,학원·어학원·교육원,20,2300
16727,썬더디에스,솔루션·SI·CRM·ERP,7,2962
16728,아이에스씨유니온,솔루션·SI·CRM·ERP,6,3300
16729,엔에스씨앤씨,솔루션·SI·CRM·ERP,7,4300
16730,한길티아이에스,솔루션·SI·CRM·ERP,13,3066
16731,아담스패밀리,섬유·의류·패션,50,3074
16732,리드텍,컴퓨터·하드웨어·장비,16,5300
16733,구루아이티,솔루션·SI·CRM·ERP,15,5500
16734,씨비클라인,전기·전자·제어,10,2600
16735,비티앤에스,포털·컨텐츠·커뮤니티,10,2000
16736,안그라픽스,웹에이전시,130,3387
16737,앤솔루션,솔루션·SI·CRM·ERP,7,4150
16738,오에스테크,컴퓨터·하드웨어·장비,20,2573
16739,솔리드팜,제약·보건·바이오,9,3300
16740,대현하이드로릭스,기계·기계설비,40,2700
16741,넥솔론,화학·에너지·환경,368,9000
16742,프라비스시스템즈,전기·전자·제어,45,2975
16743,포엠솔루텍,기계·기계설비,45,3393
16744,엔케이,쇼핑몰·오픈마켓·소셜커머스,21,3750
16745,건양시스템즈,컴퓨터·하드웨어·장비,5,3000
16746,부나비게임즈,게임·애니메이션,10,2500
16747,민스샵,쇼핑몰·오픈마켓·소셜커머스,30,2133
16748,코오롱엔솔루션,솔루션·SI·CRM·ERP,63,4550
16749,밀라노리빙,목재·제지·가구,6,2800
16750,지엔에이트레이드코리아,백화점·유통·도소매,250,2100
16751,경유산업,백화점·유통·도소매,150,2297
16752,테라닉스,전기·전자·제어,270,4975
16753,대인정보통신,건설·시공·토목·조경,74,4600
16754,윅스,솔루션·SI·CRM·ERP,9,3484
16755,케이씨티,컴퓨터·하드웨어·장비,53,4400
16756,헬킨바이오,생활화학·화장품,20,1700
16757,락연테크,백화점·유통·도소매,12,3200
16758,크리더스,백화점·유통·도소매,6,4000
16759,엠퍼니인터랙티브,광고·홍보·전시,11,2900
16760,아텍시스템,기계·기계설비,30,3300
16761,디지털존,솔루션·SI·CRM·ERP,106,3712
16762,버팀병원,제약·보건·바이오,120,2750
16763,보령산업,쇼핑몰·오픈마켓·소셜커머스,2,1800
16764,위드플랫폼,포털·컨텐츠·커뮤니티,5,2700
16765,엔오비즈,솔루션·SI·CRM·ERP,20,3432
16766,지식시스템,솔루션·SI·CRM·ERP,50,4431
16767,휴먼,솔루션·SI·CRM·ERP,9,3100
16768,동화프라임,기계·기계설비,41,5500
16769,한국정보평가원,컨설팅·연구·조사,13,4500
16770,아세아볼트,금속·재료·자재,125,2100
16771,포도소프트웨어,솔루션·SI·CRM·ERP,13,4125
16772,씨아이텔레콤,네트워크·통신서비스,300,2628
16773,다소니코리아,백화점·유통·도소매,6,3000
16774,문테크,솔루션·SI·CRM·ERP,23,2100
16775,그린파워,전기·전자·제어,150,5200
16776,카파정보기술,솔루션·SI·CRM·ERP,6,4200
16777,한림원,출판·인쇄·사진,50,3700
16778,주식회사 제세커머스,섬유·의류·패션,12,2200
16779,지오플랜,솔루션·SI·CRM·ERP,26,3700
16780,신한엘리베이터,기계·기계설비,136,3500
16781,한국플랜트관리,솔루션·SI·CRM·ERP,6,4300
16782,스마트에듀,포털·컨텐츠·커뮤니티,7,2915
16783,애드오피,IT컨설팅,50,4057
16784,명지대학교,학원·어학원·교육원,354,2100
16785,백광,백화점·유통·도소매,30,2300
16786,포엠넷,네트워크·통신서비스,12,3800
16787,조이펀,게임·애니메이션,15,3000
16788,다산뉴텍,컴퓨터·하드웨어·장비,30,3950
16789,제이스텍,반도체·디스플레이·광학,378,3578
16790,비앤인터렉티브,광고·홍보·전시,15,3400
16791,스파코사,모바일·APP,10,2400
16792,플레이맥스,쇼핑몰·오픈마켓·소셜커머스,8,2300
16793,동아정밀공업,기계·기계설비,90,2400
16794,큐리브,쇼핑몰·오픈마켓·소셜커머스,5,2133
16795,옴니시스템,전기·전자·제어,258,3900
16796,에스디상사,목재·제지·가구,85,3100
16797,동양시스템,전기·전자·제어,20,5500
16798,럭스코,전기·전자·제어,260,3700
16799,샘과나무,유아·유치원·어린이집,6,3400
16800,하본인터내셔널,무역·상사,15,2800
16801,디앤아이컨설팅,솔루션·SI·CRM·ERP,13,4485
16802,아이원애드씨,웹에이전시,4,2300
16803,두잉인터내쇼날,음식료·외식·프랜차이즈,29,2700
16804,팝아이콘,포털·컨텐츠·커뮤니티,8,4950
16805,오픈에스티,컴퓨터·하드웨어·장비,80,4150
16806,엔티지,모바일·APP,8,3000
16807,어스토리,포털·컨텐츠·커뮤니티,4,3440
16808,태성기연,전기·전자·제어,110,4500
16809,솔루션바치,컴퓨터·하드웨어·장비,1,3500
16810,아이알에스소프트코리아,솔루션·SI·CRM·ERP,9,4918
16811,씨에프네트웍스,쇼핑몰·오픈마켓·소셜커머스,8,2200
16812,나래나노텍,공기업·공공기관,255,4878
16813,진광이앤씨,전기·전자·제어,2,2300
16814,한국비씨피솔루션즈,솔루션·SI·CRM·ERP,20,4556
16815,스마일아이템,포털·컨텐츠·커뮤니티,5,2000
16816,예스스터디,학원·어학원·교육원,36,3700
16817,루푸스를이기는사람들협회,공기업·공공기관,4,2700
16818,미디어셋,솔루션·SI·CRM·ERP,25,2800
16819,지오테크넷,컴퓨터·하드웨어·장비,10,4533
16820,아이티쓰리,IT컨설팅,28,4720
16821,퍼스트웹,웹에이전시,39,2941
16822,녹두닷컴,IT컨설팅,4,2200
16823,커피플러스,물류·운송·배송,1,2800
16824,소프트앤씨,솔루션·SI·CRM·ERP,9,2400
16825,코스모스,백화점·유통·도소매,10,2760
16826,에스엔아이엔씨,솔루션·SI·CRM·ERP,3,6650
16827,엠제이인스텍,솔루션·SI·CRM·ERP,54,1960
16828,우영커뮤니케이션,쇼핑몰·오픈마켓·소셜커머스,7,2375
16829,시샘홈테크,백화점·유통·도소매,5,1900
16830,빌리브넷,콜센터·아웃소싱·기타,165,2300
16831,성우에이치에스,컴퓨터·하드웨어·장비,20,3050
16832,한국마이크로시스템,솔루션·SI·CRM·ERP,82,4678
16833,프로젝터매니아,쇼핑몰·오픈마켓·소셜커머스,25,2880
16834,크레온유니티,컴퓨터·하드웨어·장비,155,2730
16835,드림오션,무역·상사,1,2200
16836,포스트비쥬얼,광고·홍보·전시,45,4149
16837,아이디에스앤트러스트,솔루션·SI·CRM·ERP,62,4628
16838,누리스마트코리아,컴퓨터·하드웨어·장비,4,4000
16839,케이오씨엠,포털·컨텐츠·커뮤니티,10,2200
16840,프로브디지털,전기·전자·제어,12,5000
16841,씨에스에이정보,솔루션·SI·CRM·ERP,13,3800
16842,케이잡,학원·어학원·교육원,25,2000
16843,네오플랜인터내셔날,백화점·유통·도소매,3,3100
16844,블루카이트,화학·에너지·환경,22,4358
16845,탐투스,컴퓨터·하드웨어·장비,20,2650
16846,네스홈아이앤티,섬유·의류·패션,45,1970
16847,유니베라,공기업·공공기관,109,3753
16848,쿠기인터내셔날,섬유·의류·패션,25,2233
16849,가을디에스,컴퓨터·하드웨어·장비,30,3675
16850,누리랩,정보보안,11,4100
16851,블루가,솔루션·SI·CRM·ERP,14,3200
16852,트인기술,솔루션·SI·CRM·ERP,14,2950
16853,에스엠티정보기술,컴퓨터·하드웨어·장비,42,4200
16854,광산,자동차·조선·철강·항공,15,2900
16855,포맨텍아이티서비스,컴퓨터·하드웨어·장비,7,4600
16856,네스,IT컨설팅,45,2890
16857,지엠씨컴즈,포털·컨텐츠·커뮤니티,10,5000
16858,퓨쳐텍,전기·전자·제어,30,3430
16859,두손씨에스티,컴퓨터·하드웨어·장비,70,2960
16860,에스가디언,솔루션·SI·CRM·ERP,20,3990
16861,에스브이코리아,솔루션·SI·CRM·ERP,25,4175
16862,에이치앤피,백화점·유통·도소매,15,1800
16863,에코마이크로웨이브,전기·전자·제어,8,2300
16864,싸이토젠,제약·보건·바이오,36,2500
16865,스마트아이씨티,솔루션·SI·CRM·ERP,3,6100
16866,인스랩,솔루션·SI·CRM·ERP,30,5239
16867,영의정,생활용품·소비재·기타,80,2100
16868,신영이엔티,전기·전자·제어,17,4400
16869,가암테크,전기·전자·제어,12,4600
16870,아이크레티브,솔루션·SI·CRM·ERP,3,3500
16871,미네랄바이오,생활화학·화장품,40,3150
16872,다루소프트,솔루션·SI·CRM·ERP,10,2300
16873,솔루텔리아아시아,솔루션·SI·CRM·ERP,15,3700
16874,이노민트,솔루션·SI·CRM·ERP,46,2150
16875,멜로우스페이스,백화점·유통·도소매,8,2520
16876,투라인코드,솔루션·SI·CRM·ERP,44,4037
16877,원투씨엠,솔루션·SI·CRM·ERP,67,3396
16878,농업회사법인한울,식품가공,125,2800
16879,투스토운즈,솔루션·SI·CRM·ERP,4,2500
16880,아이에스이영어사,학원·어학원·교육원,30,2425
16881,유리네트웍스,컴퓨터·하드웨어·장비,12,3200
16882,테크랩스,포털·컨텐츠·커뮤니티,40,3500
16883,케이엠에이치인스코,쇼핑몰·오픈마켓·소셜커머스,15,2300
16884,비엔엘,쇼핑몰·오픈마켓·소셜커머스,20,3150
16885,데일리,쇼핑몰·오픈마켓·소셜커머스,150,4978
16886,핫독,백화점·유통·도소매,48,2400
16887,다은유통,백화점·유통·도소매,4,2100
16888,클래시스,정보보안,15,4000
16889,오피스허브,백화점·유통·도소매,40,3140
16890,디자인을담다,출판·인쇄·사진,7,2145
16891,씨에스에너텍,전기·전자·제어,47,2700
16892,진데이타,솔루션·SI·CRM·ERP,12,2850
16893,락인컴퍼니,정보보안,10,2640
16894,인보아코리아,백화점·유통·도소매,2,2500
16895,인터내셔날삼일,무역·상사,7,6100
16896,클라리파이,솔루션·SI·CRM·ERP,21,3800
16897,스포빌,솔루션·SI·CRM·ERP,12,3810
16898,어니컴,모바일·APP,235,2855
16899,스크린에듀케이션,학원·어학원·교육원,20,1920
16900,큐컴,컴퓨터·하드웨어·장비,18,3950
16901,미디어프론트,광고·홍보·전시,65,3800
16902,지엠홀딩스,생활화학·화장품,25,4200
16903,송림이앰티,학원·어학원·교육원,19,1966
16904,유리자산운용,은행·금융,55,3500
16905,온앤온정보시스템,솔루션·SI·CRM·ERP,60,4255
16906,이벌브소프트,IT컨설팅,56,6000
16907,오피스디포코리아,백화점·유통·도소매,370,4733
16908,세진정보기술,네트워크·통신서비스,3,2581
16909,이앤비소프트,모바일·APP,30,2733
16910,올리브스토리,솔루션·SI·CRM·ERP,10,4000
16911,맨파워코리아,콜센터·아웃소싱·기타,5008,3499
16912,에이치디씨아이파크몰,백화점·유통·도소매,150,3400
16913,스텝케어,백화점·유통·도소매,23,3875
16914,씨앤티스,섬유·의류·패션,23,3900
16915,제이씨코리아,무역·상사,3,2700
16916,하나전사,섬유·의류·패션,7,3200
16917,스쿨케어,물류·운송·배송,1,1900
16918,곰앤컴퍼니,포털·컨텐츠·커뮤니티,97,3765
16919,바인젠,네트워크·통신서비스,8,6500
16920,서강대학교,학교(초·중·고·대학·특수),262,1700
16921,뷰시에스,솔루션·SI·CRM·ERP,30,3285
16922,마루비즈,쇼핑몰·오픈마켓·소셜커머스,12,2900
16923,신화건장,건축·설비·환경,6,2100
16924,티앤제이비즈,광고·홍보·전시,11,3000
16925,엔드나인게임즈,솔루션·SI·CRM·ERP,12,3000
16926,티앤유,솔루션·SI·CRM·ERP,15,4500
16927,하이텍정보시스템,솔루션·SI·CRM·ERP,21,2473
16928,마이테이블,웹에이전시,12,4000
16929,아이너스,웹에이전시,20,3186
16930,행남사,금속·재료·자재,22,4250
16931,호텔덕구온천,호텔·여행·항공,132,3200
16932,쥴릭파마솔루션즈서비스코리아,제약·보건·바이오,70,4300
16933,디케이비엠시,솔루션·SI·CRM·ERP,52,3481
16934,고려저축은행,은행·금융,164,4650
16935,늘곁애라이프온,웨딩·상조·이벤트,44,2800
16936,공간,솔루션·SI·CRM·ERP,20,2320
16937,디자인유라카이,쇼핑몰·오픈마켓·소셜커머스,30,3150
16938,이케코리아,쇼핑몰·오픈마켓·소셜커머스,10,2200
16939,공간정보기술,솔루션·SI·CRM·ERP,84,3638
16940,에프원소프트,솔루션·SI·CRM·ERP,5,4000
16941,하몬소프트,솔루션·SI·CRM·ERP,76,4287
16942,엠플러스,디자인·CAD,8,3950
16943,필네트,네트워크·통신서비스,27,2166
16944,리빙티브이,방송·케이블·프로덕션,25,2400
16945,에스씨티,솔루션·SI·CRM·ERP,10,3066
16946,대진이엔지,건설·시공·토목·조경,39,4000
16947,아이피에스시스템,전기·전자·제어,13,2380
16948,삼익전자공업,전기·전자·제어,143,3473
16949,티씨제이시스템,컴퓨터·하드웨어·장비,8,3100
16950,무겐인터내셔널,백화점·유통·도소매,60,3450
16951,지원소프트,솔루션·SI·CRM·ERP,13,5000
16952,다솔낚시마트,백화점·유통·도소매,8,2500
16953,앰배텔,호텔·여행·항공,80,3200
16954,티엠아이소프트,솔루션·SI·CRM·ERP,5,3100
16955,엠티엠,백화점·유통·도소매,20,2400
16956,에이블,섬유·의류·패션,32,4450
16957,데브존,전기·전자·제어,3,2430
16958,아몽솔루션,솔루션·SI·CRM·ERP,14,3933
16959,모코플렉스,솔루션·SI·CRM·ERP,16,4183
16960,코아넷,네트워크·통신서비스,11,3275
16961,닥터애드컴,광고·홍보·전시,15,2725
16962,글로벌아이티,솔루션·SI·CRM·ERP,45,3766
16963,듀플랩,생활용품·소비재·기타,2,3500
16964,아우러,게임·애니메이션,13,5400
16965,코스모티어,네트워크·통신서비스,15,2950
16966,아이플랜비즈,솔루션·SI·CRM·ERP,19,3522
16967,대경보스텍,화학·에너지·환경,4,2900
16968,지티솔루션,솔루션·SI·CRM·ERP,32,3242
16969,포에버21코리아리테일,백화점·유통·도소매,280,4212
16970,휴어스,솔루션·SI·CRM·ERP,10,5400
16971,옴닝,솔루션·SI·CRM·ERP,20,2500
16972,골프파트너코리아,백화점·유통·도소매,22,3300
16973,데브몬,솔루션·SI·CRM·ERP,9,3000
16974,투제이프로덕션,포털·컨텐츠·커뮤니티,25,3900
16975,이플,쇼핑몰·오픈마켓·소셜커머스,30,2125
16976,크린비디자인,디자인·CAD,40,2300
16977,지지에스씨,솔루션·SI·CRM·ERP,12,4500
16978,디앤웍스,솔루션·SI·CRM·ERP,15,2866
16979,트롤게임즈,게임·애니메이션,6,6000
16980,모비어스앤밸류체인,솔루션·SI·CRM·ERP,72,4652
16981,에이스솔루션,IT컨설팅,44,4750
16982,수펙스테크놀러지,솔루션·SI·CRM·ERP,154,4656
16983,동도전자,전기·전자·제어,130,9200
16984,더체어,목재·제지·가구,12,4000
16985,에이제이셀카,백화점·유통·도소매,106,4800
16986,디더블유솔루션스,네트워크·통신서비스,15,2866
16987,케이엠웍스,모바일·APP,3,3525
16988,비츠코리아,솔루션·SI·CRM·ERP,32,3350
16989,인포밸리,솔루션·SI·CRM·ERP,10,1915
16990,포커스원,솔루션·SI·CRM·ERP,32,3053
16991,삼박에스앤피,쇼핑몰·오픈마켓·소셜커머스,5,2900
16992,코어데이타,컴퓨터·하드웨어·장비,15,2813
16993,수아트,광고·홍보·전시,30,1680
16994,네오라이프코어,연예·엔터테인먼트,8,2400
16995,비즈메소드,솔루션·SI·CRM·ERP,20,4491
16996,두앤비디자인,모바일·APP,30,2400
16997,제론헬스케어,솔루션·SI·CRM·ERP,25,3050
16998,더썸컴퍼니,광고·홍보·전시,52,3439
16999,카시드,디자인·CAD,6,2900
17000,데일리패션그룹,쇼핑몰·오픈마켓·소셜커머스,50,3100
17001,이도감농업회사법인,음식료·외식·프랜차이즈,800,3600
17002,폰템,네트워크·통신서비스,13,2400
17003,피플쓰리이씨,솔루션·SI·CRM·ERP,10,2900
17004,에듀패스,학원·어학원·교육원,41,4064
17005,덴탑정보기술,솔루션·SI·CRM·ERP,18,3178
17006,버튼테크놀로지,솔루션·SI·CRM·ERP,4,5800
17007,엔브라이트,백화점·유통·도소매,5,1800
17008,이젠파트너스,컨설팅·연구·조사,6,2180
17009,윅스소프트,솔루션·SI·CRM·ERP,8,3200
17010,선진정공,금속·재료·자재,324,3300
17011,비씨엠,백화점·유통·도소매,1,1900
17012,지니온,정보보안,16,3585
17013,제로원스페이스,쇼핑몰·오픈마켓·소셜커머스,8,2475
17014,성북구도시관리공단,공기업·공공기관,283,2000
17015,코썬바이오,제약·보건·바이오,105,4900
17016,수원여자대학교,공기업·공공기관,3,1900
17017,유비스톰,솔루션·SI·CRM·ERP,45,3677
17018,닥터뷰,컨설팅·연구·조사,20,2425
17019,비즈티노,솔루션·SI·CRM·ERP,4,5020
17020,아이오시스템,컴퓨터·하드웨어·장비,15,2066
17021,크리섹터,디자인·CAD,9,3066
17022,큐브엔시스,컴퓨터·하드웨어·장비,6,2900
17023,포엠크리에이티브,웹에이전시,18,3656
17024,콘티넨탈오토모티브일렉트로닉스,자동차·조선·철강·항공,733,3500
17025,보림개발,스포츠·여가·레저,1,2900
17026,하나씨엔에스,전기·전자·제어,22,3125
17027,로이제이,쇼핑몰·오픈마켓·소셜커머스,30,2406
17028,와이즈웰니스,솔루션·SI·CRM·ERP,20,6000
17029,엘케이일레븐,전기·전자·제어,19,2800
17030,와우씨엔에스,솔루션·SI·CRM·ERP,15,3650
17031,피알컴퍼니,네트워크·통신서비스,34,3792
17032,네트워크아이,네트워크·통신서비스,50,2750
17033,엘에스산업,백화점·유통·도소매,12,3100
17034,에이엘컴퍼니,쇼핑몰·오픈마켓·소셜커머스,35,2600
17035,오케이온골프,스포츠·여가·레저,6,2800
17036,웨이트포유,모바일·APP,5,3000
17037,지인소프트,솔루션·SI·CRM·ERP,15,3664
17038,모즈디지탈,쇼핑몰·오픈마켓·소셜커머스,5,2100
17039,사운드미디어,백화점·유통·도소매,2,2500
17040,라이프사이언스테크놀로지,전기·전자·제어,19,3240
17041,로우락,쇼핑몰·오픈마켓·소셜커머스,5,2220
17042,블루,백화점·유통·도소매,50,3200
17043,이씨마스타,솔루션·SI·CRM·ERP,6,4500
17044,리커너스(RECONERS),웹에이전시,12,1900
17045,르네트,포털·컨텐츠·커뮤니티,5,5450
17046,한국항공협회,공기업·공공기관,12,2700
17047,휴다스,컴퓨터·하드웨어·장비,8,3450
17048,아이비티케이알,네트워크·통신서비스,15,3900
17049,에이치이앤티,솔루션·SI·CRM·ERP,2,3000
17050,휴즈플로우,솔루션·SI·CRM·ERP,8,3400
17051,위드로봇,전기·전자·제어,9,4200
17052,씨아이에이열린교육,학원·어학원·교육원,270,4290
17053,언페일링프렌드,컴퓨터·하드웨어·장비,4,3400
17054,더파워브레인스,솔루션·SI·CRM·ERP,12,4285
17055,부영엔지니어링엔지엠피,전기·전자·제어,11,3600
17056,듀랄,백화점·유통·도소매,5,4500
17057,배론,학원·어학원·교육원,13,5500
17058,마크비,IT컨설팅,15,4000
17059,에스티이지,솔루션·SI·CRM·ERP,34,4063
17060,크리앤조이,생활용품·소비재·기타,29,2100
17061,글로벌웍스,IT컨설팅,4,3500
17062,올아이피정보통신,컴퓨터·하드웨어·장비,5,2683
17063,민병철스피킹웍스,학원·어학원·교육원,50,3900
17064,클래식패브릭,쇼핑몰·오픈마켓·소셜커머스,25,2300
17065,엠오에스호남,전기·전자·제어,200,2500
17066,두코,백화점·유통·도소매,20,3375
17067,리즘인터랙티브,디자인·CAD,51,2440
17068,비즈머스,솔루션·SI·CRM·ERP,26,4068
17069,지안넥스,네트워크·통신서비스,4,3100
17070,참앤들황토농원,백화점·유통·도소매,10,2100
17071,내일을,광고·홍보·전시,7,2280
17072,에스비시스템즈,네트워크·통신서비스,16,3000
17073,서진유통,물류·운송·배송,3,1500
